ID|Komunikat|Kod_Źródło|Kod_Wynik|Miasto_Źródło|Miasto_Wynik|Ulica_Źródło|Ulica_Wynik|Budynek_Źródło|Budynek_Wynik|Lokal_Źródło|Lokal_Wynik|Wojewodztwo_Źródło|Wojewodztwo_Wynik|Powiat_Źródło|Powiat_Wynik|Gmina_Źródło|Gmina_Wynik
1297315|Błędna nazwa ulicy 'H. Czeczotta'/'h. czeczotta'|30-798|30-798|Kraków|Kraków|*|H. Czeczotta|27|27|||*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1958560|Błędna nazwa ulicy 'Henryka I Karola Czechów'/'henryka i karola czechow'|30-798|30-798|Kraków|Kraków|*|Henryka I Karola Czechów|42|42|40|40|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1952685|Błędna nazwa ulicy 'J. Zaruby'/'j. zaruby'|02-796|02-796|Warszawa|Warszawa|*|J. Zaruby|15|15|24|24|*|MAZOWIECKIE|*|Warszawa|*|Warszawa
1946836|Błędna nazwa ulicy 'J. Zawieyskiego'/'j. zawieyskiego'|31-619|31-619|Kraków|Kraków|*|J. Zawieyskiego|11|11|17|17|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1919286|Błędna nazwa ulicy 'Jana Dlugosza'/'jana dlugosza'|43-600|43-600|Jaworzno|Jaworzno|*|Jana Dlugosza|23|23|||*|ŚLĄSKIE|*|Jaworzno|*|Jaworzno
1749420|Błędna nazwa ulicy 'Jana S. Bacha'/'jana s. bacha'|50-305|50-305|Wrocław|Wrocław|*|Jana S. Bacha|10|10|1|1|*|DOLNOŚLĄSKIE|*|Wrocław|*|Wrocław
1949648|Błędna nazwa ulicy 'Jana Sas Zubrzyckiego'/'jana sas zubrzyckiego'|30-611|30-611|Kraków|Kraków|*|Jana Sas Zubrzyckiego|8|8|13|13|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1640024|Błędna nazwa ulicy 'K. Siemienowicza'/'k. siemienowicza'|01-481|01-481|Warszawa|Warszawa|*|K. Siemienowicza|17|17|||*|MAZOWIECKIE|*|Warszawa|*|Warszawa
1349667|Błędna nazwa ulicy 'Konstytucji 3-Go Maja'/'konstytucji 3-go maja'|28-200|28-200|Staszów|Staszów|*|Konstytucji 3-Go Maja|14|14|22|22|*|ŚWIĘTOKRZYSKIE|*|staszowski|*|Staszów
1995094|Błędna nazwa ulicy 'Krzywińskiego'/'krzywinskiego'|51-606|51-606|Wrocław|Wrocław|*|Krzywińskiego|11|11|||*|DOLNOŚLĄSKIE|*|Wrocław|*|Wrocław
1853656|Błędna nazwa ulicy 'Ks. Szwedy'/'ks. szwedy'|44-207|44-207|Rybnik|Rybnik|*|Ks. Szwedy|60|60|||*|ŚLĄSKIE|*|Rybnik|*|Rybnik
1806445|Błędna nazwa ulicy 'Księdza Siemaszki'/'ksiedza siemaszki'|31-207|31-207|Kraków|Kraków|*|Księdza Siemaszki|60|60|5|5|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1831431|Błędna nazwa ulicy 'M. Grzegorzewskiej'/'m. grzegorzewskiej'|30-394|30-394|Kraków|Kraków|*|M. Grzegorzewskiej|33A|33A|||*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1333232|Błędna nazwa ulicy 'Majora Nuszkiewicza'/'majora nuszkiewicza'|31-422|31-422|Kraków|Kraków|*|Majora Nuszkiewicza|7|7|5|5|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1355075|Błędna nazwa ulicy 'Os. Im.Armii Krakowej'/'im.armii krakowej'|67-100|67-100|Nowa Sól|Nowa Sól|*|Os. Im.Armii Krakowej|6|6|4|4|*|LUBUSKIE|*|nowosolski|*|Nowa Sól
1980414|Błędna nazwa ulicy 'Os. Złoty Wiek'/'złoty wiek'|31-616|31-616|Kraków|Kraków|*|Os. Złoty Wiek|12|12|90|90|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1905617|Błędna nazwa ulicy 'Os.700-Lecia'/'os.700-lecia'|63-800|63-800|Gostyń|Gostyń|*|Os.700-Lecia|5|5|16|16|*|WIELKOPOLSKIE|*|gostyński|*|Gostyń
1471640|Błędna nazwa ulicy 'Os.Boh.Września'/'boh.wrzesnia'|31-621|31-621|Kraków|Kraków|*|Os.Boh.Września|17|17|28|28|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1739962|Błędna nazwa ulicy 'Os.Ii Pułku Lotniczego'/'ii pułku lotniczego'|31-870|31-870|Kraków|Kraków|*|Os.Ii Pułku Lotniczego|46|46|100|100|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1982944|Błędna nazwa ulicy 'P. Michałowskiego'/'p. michałowskiego'|32-010|32-010|Krzysztoforzyce|Krzysztoforzyce|*|P. Michałowskiego|111|111|||*|MAŁOPOLSKIE|*|krakowski|*|Kocmyrzów-Luborzyca
1872154|Błędna nazwa ulicy 'Płk.Francesco Nullo'/'płk.francesco nullo'|31-272|31-272|Kraków|Kraków|*|Płk.Francesco Nullo|16|16|13|13|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1692353|Błędna nazwa ulicy 'Rmt.W.Pileckiego'/'rmt.w.pileckiego'|72-200|72-200|Nowogard|Nowogard|*|Rmt.W.Pileckiego|16|16|||*|ZACHODNIOPOMORSKIE|*|goleniowski|*|Nowogard
1915686|Błędna nazwa ulicy 'S. Banacha'/'s. banacha'|31-235|31-235|Kraków|Kraków|*|S. Banacha|39|39|11|11|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1883867|Błędna nazwa ulicy 'S. Sempołowskiej'/'s. sempołowskiej'|80-744|80-744|Gdańsk|Gdańsk|*|S. Sempołowskiej|15|15|6|6|*|POMORSKIE|*|Gdańsk|*|Gdańsk
1622421|Błędna nazwa ulicy 'S. Wysockiej'/'s. wysockiej'|31-580|31-580|Kraków|Kraków|*|S. Wysockiej|2A|2A|9|9|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1941646|Błędna nazwa ulicy 'Stachiewicz'/'stachiewicz'|31-328|31-328|Kraków|Kraków|*|Stachiewicz|40|40|24|24|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1970225|Błędna nazwa ulicy 'Szmotulska'/'szmotulska'|64-510|64-510|Nowa Wieś|Nowa Wieś|*|Szmotulska|28|28|||*|WIELKOPOLSKIE|*|szamotulski|*|Wronki
1936616|Błędna nazwa ulicy 'Tokarskiego Ds19'/'tokarskiego ds19'|30-412|30-412|Kraków|Kraków|*|Tokarskiego Ds19|2|2|||*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1928952|Błędna nazwa ulicy 'Tymianka'/'tymianka'|17-330|17-330|Nurzec-Stacja|Nurzec-Stacja|*|Tymianka|72|72|||*|PODLASKIE|*|siemiatycki|*|Nurzec-Stacja
1983348|Błędna nazwa ulicy 'W. Danka'/'w. danka'|31-229|31-229|Kraków|Kraków|*|W. Danka|5|5|4|4|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1957583|Błędna nazwa ulicy 'W. Danka'/'w. danka'|31-229|31-229|Kraków|Kraków|*|W. Danka|5|5|4|4|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1861499|Błędna nazwa ulicy 'W. Lipińskiego'/'w. lipinskiego'|30-349|30-349|Kraków|Kraków|*|W. Lipińskiego|5A|5A|34|34|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1861490|Błędna nazwa ulicy 'W. Lipińskiego'/'w. lipinskiego'|30-349|30-349|Kraków|Kraków|*|W. Lipińskiego|5A|5A|34|34|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1465306|Błędna nazwa ulicy 'Wietrzno'/'wietrzno'|38-450|38-450|Dukla|Dukla|*|Wietrzno|180a|180a|||*|PODKARPACKIE|*|krośnieński|*|Dukla
1827307|Błędna nazwa ulicy 'Wocławska'/'wocławska'|30-011|30-011|Kraków|Kraków|*|Wocławska|33|33|34|34|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1274034|Błędna nazwa ulicy 'Wyb.Wyspiańskiego'/'wyb.wyspianskiego'|50-370|50-370|Wrocław|Wrocław|*|Wyb.Wyspiańskiego|34|34|3|3|*|DOLNOŚLĄSKIE|*|Wrocław|*|Wrocław
1992055|Błędna nazwa ulicy 'Wyspiańkiego'/'wyspiankiego'|32-050|32-050|Skawina|Skawina|*|Wyspiańkiego|31 B|31 B|||*|MAŁOPOLSKIE|*|krakowski|*|Skawina
1894532|Błędna nazwa ulicy 'Z. Miłkowskiego'/'z. miłkowskiego'|30-349|30-349|Kraków|Kraków|*|Z. Miłkowskiego|21|21|34B|34B|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1978931|Brak kodów pocztowych dla miasta Henryk|27-230|27-230|*Brody|Henryk|*|Henryk|1|1|||*|ŚWIĘTOKRZYSKIE|*|starachowicki|*|Brody
1469215|Brak kodów pocztowych dla miasta Waryś|32-825|32-825|Waryś|Waryś|*||308|308|||*|MAŁOPOLSKIE|*|tarnowski|*|Wietrzychowice
1977051|Nie znaleziono kodu pocztowego dla podanych parametrów|01-459|01-459|Warszawa|Warszawa|*|ul. Górczewska|181|181|208M|208M|*|MAZOWIECKIE|*|Warszawa|*|Warszawa
1980197|Nie znaleziono kodu pocztowego dla podanych parametrów|02-765|02-765|Warszawa|Warszawa|*|al. Aleja Wilanowska|5|5|74|74|*|MAZOWIECKIE|*|Warszawa|*|Warszawa
1982391|Nie znaleziono kodu pocztowego dla podanych parametrów|02-957|02-957|Warszawa|Warszawa|*|ul. Jana III Sobieskiego|16|16|87|87|*|MAZOWIECKIE|*|Warszawa|*|Warszawa
1987073|Nie znaleziono kodu pocztowego dla podanych parametrów|05-070|05-070|Sulejówek|Sulejówek|*|ul. Sielankowa|9|9|1|1|*|MAZOWIECKIE|*|miński|*|Sulejówek
1813611|Nie znaleziono kodu pocztowego dla podanych parametrów|05-402|05-402|Otwock|Otwock|*|ul. Wojska Polskiego|26|26|||*|MAZOWIECKIE|*|otwocki|*|Otwock
1946881|Nie znaleziono kodu pocztowego dla podanych parametrów|20-808|20-808|Lublin|Lublin|*|ul. Bohaterów Monte Cassino|16A|16A|||*|LUBELSKIE|*|Lublin|*|Lublin
1414440|Nie znaleziono kodu pocztowego dla podanych parametrów|30-213|30-213|Kraków|Kraków|*|ul. Emaus|48C|48C|||*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1442081|Nie znaleziono kodu pocztowego dla podanych parametrów|30-363|30-363|Kraków|Kraków|*|ul. Rzemieślnicza|32|32|45|45|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1983778|Nie znaleziono kodu pocztowego dla podanych parametrów|30-418|30-418|Kraków|Kraków|*|ul. Zakopiańska|2B|2B|44|44|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1984209|Nie znaleziono kodu pocztowego dla podanych parametrów|30-418|30-418|Kraków|Kraków|*|ul. Zakopiańska|2 A|2 A|2|2|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1982956|Nie znaleziono kodu pocztowego dla podanych parametrów|30-667|30-667|Kraków|Kraków|*|ul. Facimiech|12A|12A|12|12|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1944927|Nie znaleziono kodu pocztowego dla podanych parametrów|30-668|30-668|Kraków|Kraków|*|ul. Polonijna|21|21|28|28|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1760047|Nie znaleziono kodu pocztowego dla podanych parametrów|31-564|31-564|Kraków|Kraków|*|al. Aleja Pokoju|81E|81E|69|69|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1638266|Nie znaleziono kodu pocztowego dla podanych parametrów|31-625|31-625|Kraków|Kraków|*|os. Osiedle Piastów|73|73|41|41|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1685721|Nie znaleziono kodu pocztowego dla podanych parametrów|32-080|32-080|Zabierzów|Zabierzów|*|ul. Osiedle Na Stoku|1|1|||*|MAŁOPOLSKIE|*|krakowski|*|Zabierzów
1782500|Nie znaleziono kodu pocztowego dla podanych parametrów|34-100|34-100|Gorzeń Górny|Gorzeń Górny|*|ul. Zakopiańska|194|194|||*|MAŁOPOLSKIE|*|wadowicki|*|Wadowice
1894028|Nie znaleziono kodu pocztowego dla podanych parametrów|43-173|43-173|Łaziska Górne|Łaziska Górne|*|ul. Głowińskiego|26B|26B|6|6|*|ŚLĄSKIE|*|mikołowski|*|Łaziska Górne
1771158|Nie znaleziono kodu pocztowego dla podanych parametrów|60-539|60-539|Poznań|Poznań|*|ul. Wawrzyńca|13|13|139|139|*|WIELKOPOLSKIE|*|Poznań|*|Poznań
1995085|Nie znaleziono kodu pocztowego dla podanych parametrów|81-822|81-822|Sopot|Sopot|*|ul. Okrężna|2|2|||*|POMORSKIE|*|Sopot|*|Sopot
1993173|Nie znaleziono miejscowości: Chechlana|*32-551||*Chechlana||*||*7||*||*||*||*|
1861531|Nie znaleziono miejscowości: Łodź-Dąbrowa|*92-701||*Łodź-Dąbrowa||*Dąbrowa||*17c||*||*||*||*|
1748655|Nie znaleziono miejscowości: Nawa Wola|*05-515||*Nawa Wola||*Magnolii||*3R||*2||*||*||*|
1906169|Nie znaleziono ulicy ''A Vetulaniego' w miejscowości 'Kraków''|31-226|31-226|Kraków|Kraków|*|A Vetulaniego|5A|5A|40|40|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1868979|Nie znaleziono ulicy ''A.Bochenka' w miejscowości 'Kraków''|30-693|30-693|Kraków|Kraków|*|A.Bochenka|18|18|33|33|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1861481|Nie znaleziono ulicy ''A.Fredry' w miejscowości 'Tarnów''|33-100|33-100|Tarnów|Tarnów|*|A.Fredry|19|19|2|2|*|MAŁOPOLSKIE|*|Tarnów|*|Tarnów
1931276|Nie znaleziono ulicy ''A.Małkowskiego' w miejscowości 'Kraków''|30-827|30-827|Kraków|Kraków|*|A.Małkowskiego|16|16|||*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1316241|Nie znaleziono ulicy ''A.Prystora' w miejscowości 'Kraków''|30-147|30-147|Kraków|Kraków|*|A.Prystora|4|4|||*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1861483|Nie znaleziono ulicy ''Abp.Felińskiego' w miejscowości 'Kraków''|31-236|31-236|Kraków|Kraków|*|Abp.Felińskiego|17|17|18|18|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1927537|Nie znaleziono ulicy ''Al.Gen.Sikorskiego' w miejscowości 'Warszawa''|02-758|02-758|Warszawa|Warszawa|*|Al.Gen.Sikorskiego|9A|9A|34A|34A|*|MAZOWIECKIE|*|Warszawa|*|Warszawa
1873020|Nie znaleziono ulicy ''Antoniego Augustynka-Wichury' w miejscowości 'Kraków''|30-010|30-010|Kraków|Kraków|*|Antoniego Augustynka-Wichury|4|4|6|6|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1926675|Nie znaleziono ulicy ''B.Chrobrego' w miejscowości 'Mrozów''|55-330|55-330|Mrozów|Mrozów|*|B.Chrobrego|63|63|||*|DOLNOŚLĄSKIE|*|średzki|*|Miękinia
1953521|Nie znaleziono ulicy ''B.Krzywoustego' w miejscowości 'Rzeszów''|35-077|35-077|Rzeszów|Rzeszów|*|B.Krzywoustego|3|3|22|22|*|PODKARPACKIE|*|Rzeszów|*|Rzeszów
1246171|Nie znaleziono ulicy ''B.Prusa' w miejscowości 'Kraków''|30-117|30-117|Kraków|Kraków|*|B.Prusa|28|28|2|2|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1901302|Nie znaleziono ulicy ''B.Prusa' w miejscowości 'Wrocław''|50-317|50-317|Wrocław|Wrocław|*|B.Prusa|43|43|21|21|*|DOLNOŚLĄSKIE|*|Wrocław|*|Wrocław
1986585|Nie znaleziono ulicy ''Belna' w miejscowości 'Strzyżowice''|42-557|42-557|Strzyżowice|Strzyżowice|*|Belna|15|15|||*|LUBELSKIE|*|puławski|*|Żyrzyn
1969217|Nie znaleziono ulicy ''Bolesława Prusa' w miejscowości 'Radecznica''|22-463|22-463|Radecznica|Radecznica|*|Bolesława Prusa|12|12|||*|LUBELSKIE|*|zamojski|*|Radecznica
1835542|Nie znaleziono ulicy ''C 12' w miejscowości 'Węgrzce''|32-086|32-086|Węgrzce|Węgrzce|*|C 12|5|5|||*|MAŁOPOLSKIE|*|krakowski|*|Zielonki
1904427|Nie znaleziono ulicy ''E. Plater' w miejscowości 'Lublin''|20-814|20-814|Lublin|Lublin|*|E. Plater|17|17|||*|LUBELSKIE|*|Lublin|*|Lublin
1977312|Nie znaleziono ulicy ''E.Kwiatkowskiego' w miejscowości 'Rzeszów''|35-311|35-311|Rzeszów|Rzeszów|*|E.Kwiatkowskiego|139i|139i|6|6|*|PODKARPACKIE|*|Rzeszów|*|Rzeszów
1828624|Nie znaleziono ulicy ''E.Orzeszkowej' w miejscowości 'Wilamowice''|43-330|43-330|Wilamowice|Wilamowice|*|E.Orzeszkowej|10|10|||*|ŚLĄSKIE|*|bielski|*|Wilamowice
1722907|Nie znaleziono ulicy ''E.Plater' w miejscowości 'Piotrków Trybunalski''|97-300|97-300|Piotrków Trybunalski|Piotrków Trybunalski|*|E.Plater|4A|4A|59|59|*|ŁÓDZKIE|*|Piotrków Trybunalski|*|Piotrków Trybunalski
497|Nie znaleziono ulicy ''F.Bielaka' w miejscowości 'Kraków''|30-218|30-218|Kraków|Kraków|*|F.Bielaka|3|3|||*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1853799|Nie znaleziono ulicy ''F.Chopina' w miejscowości 'Kraków''|30-036|30-036|Kraków|Kraków|*|F.Chopina|3|3|7a|7a|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
2484|Nie znaleziono ulicy ''F.Nullo' w miejscowości 'Kraków''|31-543|31-543|Kraków|Kraków|*|F.Nullo|10|10|56a|56a|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1829702|Nie znaleziono ulicy ''G. Zapolskiej' w miejscowości 'Kraków''|30-126|30-126|Kraków|Kraków|*|G. Zapolskiej|42|42|10|10|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1721078|Nie znaleziono ulicy ''G.Morcinka' w miejscowości 'Mysłowice''|41-400|41-400|Mysłowice|Mysłowice|*|G.Morcinka|2C|2C|34|34|*|ŚLĄSKIE|*|Mysłowice|*|Mysłowice
1946601|Nie znaleziono ulicy ''Gen. Bema' w miejscowości 'Tychy''|43-100|43-100|Tychy|Tychy|*|Gen. Bema|11|11|36|36|*|ŚLĄSKIE|*|Tychy|*|Tychy
1947782|Nie znaleziono ulicy ''Gen.J.Hallera' w miejscowości 'Zabrze''|41-814|41-814|Zabrze|Zabrze|*|Gen.J.Hallera|38K|38K|||*|ŚLĄSKIE|*|Zabrze|*|Zabrze
1653487|Nie znaleziono ulicy ''Gen.S.Kaliskiego' w miejscowości 'Warszawa''|01-476|01-476|Warszawa|Warszawa|*|Gen.S.Kaliskiego|25|25|59|59|*|MAZOWIECKIE|*|Warszawa|*|Warszawa
1968894|Nie znaleziono ulicy ''Gen.T.Jakubowskiego' w miejscowości 'Bochnia''|32-700|32-700|Bochnia|Bochnia|*|Gen.T.Jakubowskiego|14|14|26|26|*|MAŁOPOLSKIE|*|bocheński|*|Bochnia
1947887|Nie znaleziono ulicy ''Generała Leopolda Okulickiego' w miejscowości 'Kraków''|31-637|31-637|Kraków|Kraków|*|Generała Leopolda Okulickiego|57|57|14|14|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1751737|Nie znaleziono ulicy ''H.Barycza' w miejscowości 'Kraków''|30-392|30-392|Kraków|Kraków|*|H.Barycza|8|8|2|2|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1278293|Nie znaleziono ulicy ''H.Czeczotta' w miejscowości 'Kraków''|30-798|30-798|Kraków|Kraków|*|H.Czeczotta|27|27|||*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1946006|Nie znaleziono ulicy ''H.Gniewosz' w miejscowości 'Nowosielce''|38-533|38-533|Nowosielce|Nowosielce|*|H.Gniewosz|20|20|||*|PODKARPACKIE|*|sanocki|*|Zarszyn
1894046|Nie znaleziono ulicy ''I.Daszyńskiego' w miejscowości 'Niepołomice''|32-005|32-005|Niepołomice|Niepołomice|*|I.Daszyńskiego|46|46|5|5|*|MAŁOPOLSKIE|*|wielicki|*|Niepołomice
1937280|Nie znaleziono ulicy ''I.J.Paderewskiego' w miejscowości 'Lublin''|20-860|20-860|Lublin|Lublin|*|I.J.Paderewskiego|10|10|28|28|*|LUBELSKIE|*|Lublin|*|Lublin
1953656|Nie znaleziono ulicy ''Ignacego Domeyki' w miejscowości 'Radlin''|44-310|44-310|Radlin|Radlin|*|Ignacego Domeyki|39|39|||*|ŚLĄSKIE|*|wodzisławski|*|Radlin
1952696|Nie znaleziono ulicy ''J.Dąbrowskiego' w miejscowości 'Warszawa''|02-561|02-561|Warszawa|Warszawa|*|J.Dąbrowskiego|44|44|7|7|*|MAZOWIECKIE|*|Warszawa|*|Warszawa
1969117|Nie znaleziono ulicy ''J.K.Kraszewskiego' w miejscowości 'Kraków''|30-110|30-110|Kraków|Kraków|*|J.K.Kraszewskiego|8|8|6|6|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1904343|Nie znaleziono ulicy ''J.Kiepury' w miejscowości 'Zamość''|22-400|22-400|Zamość|Zamość|*|J.Kiepury|8|8|18|18|*|LUBELSKIE|*|Zamość|*|Zamość
1779107|Nie znaleziono ulicy ''J.Lea' w miejscowości 'Kraków''|30-048|30-048|Kraków|Kraków|*|J.Lea|16A|16A|18|18|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
1767551|Nie znaleziono ulicy ''J.Malczewskiego' w miejscowości 'Wrocław''|51-636|51-636|Wrocław|Wrocław|*|J.Malczewskiego|1A|1A|||*|DOLNOŚLĄSKIE|*|Wrocław|*|Wrocław
1722917|Nie znaleziono ulicy ''J.Słowackiego' w miejscowości 'Piotrków Trybunalski''|97-300|97-300|Piotrków Trybunalski|Piotrków Trybunalski|*|J.Słowackiego|105|105|6|6|*|ŁÓDZKIE|*|Piotrków Trybunalski|*|Piotrków Trybunalski
1835883|Nie znaleziono ulicy ''J.Szaniawskiego' w miejscowości 'Opole''|45-532|45-532|Opole|Opole|*|J.Szaniawskiego|3|3|||*|OPOLSKIE|*|Opole|*|Opole
1986058|Nie znaleziono ulicy ''J.Wybickiego' w miejscowości 'Toruń''|87-100|87-100|Toruń|Toruń|*|J.Wybickiego|21C|21C|6|6|*|KUJAWSKO-POMORSKIE|*|Toruń|*|Toruń
1979160|Nie znaleziono ulicy ''Jerzego Kukuczki' w miejscowości 'Zabrze''|41-803|41-803|Zabrze|Zabrze|*|Jerzego Kukuczki|22|22|||*|ŚLĄSKIE|*|Zabrze|*|Zabrze
